Brand,AgeOfCar,OdoMeterReading,FuelType,NoOfOwners,Broker,Direct Owner,Trustmark Broker,Manual,Automatic,Price
10,11,-0.7765172607408042,4,2.0,0.0,1.0,0.0,0.0,1.0,2.927927927927928
18,16,0.5099672210074339,4,2.0,0.0,1.0,0.0,0.0,1.0,0.9009009009009009
17,10,-0.5194776612875063,1,0.0,1.0,0.0,0.0,0.0,1.0,8.22072072072072
26,10,0.18834610057037432,1,0.0,1.0,0.0,0.0,0.0,1.0,3.7162162162162167
8,6,0.4806996990476614,1,0.0,1.0,0.0,0.0,0.0,1.0,7.6576576576576585
18,22,0.08113906042468783,4,4.0,0.0,1.0,0.0,0.0,1.0,0.731981981981982
18,8,-1.0981383811778638,4,2.0,0.0,1.0,0.0,0.0,1.0,2.927927927927928
17,5,-0.6693102205951177,1,0.0,0.0,1.0,0.0,0.0,1.0,14.414414414414415
10,24,1.153209461881553,4,2.0,0.0,1.0,0.0,0.0,1.0,0.33783783783783783
10,5,-0.7765172607408042,1,0.0,0.0,1.0,0.0,1.0,0.0,12.162162162162163
1,10,-0.16543713191039114,1,0.0,1.0,0.0,0.0,1.0,0.0,14.414414414414415
5,8,-0.7189256387745414,4,0.0,1.0,0.0,0.0,0.0,1.0,3.265765765765766
8,9,0.3024572741014431,1,0.0,1.0,0.0,0.0,0.0,1.0,3.434684684684685
26,8,-0.9086177756083191,4,0.0,1.0,0.0,0.0,0.0,1.0,4.515765765765766
24,11,-0.3048062840997836,1,0.0,1.0,0.0,0.0,0.0,1.0,4.11036036036036
9,14,0.5099672210074339,4,2.0,0.0,1.0,0.0,0.0,1.0,2.5900900900900905
18,9,-0.21460228052120298,4,2.0,1.0,0.0,0.0,0.0,1.0,1.801801801801802
2,4,-0.7765172607408042,1,0.0,1.0,0.0,0.0,1.0,0.0,55.518018018018026
10,6,-0.3476891001580582,1,0.0,0.0,1.0,0.0,0.0,1.0,9.90990990990991
18,13,-0.6478688125659804,4,0.0,0.0,1.0,0.0,0.0,1.0,1.5765765765765767
10,16,0.2955531407160608,0,4.0,0.0,1.0,0.0,0.0,1.0,0.7882882882882883
18,7,0.2955531407160608,1,0.0,0.0,1.0,0.0,0.0,1.0,5.855855855855856
18,9,0.2955531407160608,4,2.0,0.0,1.0,0.0,0.0,1.0,2.027027027027027
10,8,0.2955531407160608,4,0.0,0.0,1.0,0.0,0.0,1.0,2.3085585585585586
26,6,0.08113906042468783,1,0.0,0.0,1.0,0.0,0.0,1.0,8.558558558558559
17,17,-1.398296652177757,1,0.0,1.0,0.0,0.0,0.0,1.0,6.25
18,11,0.2955531407160608,4,4.0,0.0,1.0,0.0,0.0,1.0,1.7454954954954958
18,18,0.08113906042468783,4,2.0,0.0,1.0,0.0,0.0,1.0,0.5630630630630631
10,8,-0.1332750198666852,1,2.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
25,14,-0.9909313410321773,1,0.0,0.0,1.0,0.0,0.0,1.0,0.9009009009009009
18,6,-1.0123727490613146,4,0.0,0.0,1.0,0.0,0.0,1.0,4.054054054054054
10,4,-1.2053454213235502,4,0.0,0.0,1.0,0.0,0.0,1.0,7.8941441441441444
10,8,0.08113906042468783,1,2.0,0.0,1.0,0.0,0.0,1.0,3.7162162162162167
18,12,-0.6478688125659804,4,0.0,1.0,0.0,0.0,0.0,1.0,1.801801801801802
19,9,0.7243813012988068,1,2.0,0.0,1.0,0.0,1.0,0.0,49.32432432432433
10,6,-1.1944103032286901,4,0.0,1.0,0.0,0.0,1.0,0.0,5.630630630630631
18,11,0.660057077211395,0,2.0,0.0,1.0,0.0,0.0,1.0,1.6891891891891895
17,9,1.153209461881553,1,0.0,0.0,1.0,0.0,0.0,1.0,5.405405405405406
17,8,0.9387953815901798,1,0.0,0.0,1.0,0.0,0.0,1.0,5.405405405405406
9,9,1.603479030493436,1,2.0,0.0,1.0,0.0,0.0,1.0,4.842342342342342
10,12,-0.1332750198666852,4,0.0,0.0,1.0,0.0,0.0,1.0,1.463963963963964
18,3,-1.3125524614692368,4,0.0,0.0,1.0,0.0,0.0,1.0,5.968468468468469
26,8,0.08113906042468783,1,0.0,0.0,1.0,0.0,0.0,1.0,5.18018018018018
18,5,-1.0981383811778638,1,0.0,0.0,1.0,0.0,0.0,1.0,7.882882882882884
3,11,0.9387953815901798,1,0.0,0.0,1.0,0.0,0.0,1.0,1.5765765765765767
20,16,2.439693943629791,1,0.0,0.0,1.0,0.0,0.0,1.0,8.22072072072072
17,7,0.2955531407160608,1,2.0,0.0,1.0,0.0,0.0,1.0,4.2792792792792795
6,13,0.18834610057037432,1,4.0,0.0,1.0,0.0,0.0,1.0,2.9842342342342345
6,12,-0.9909313410321773,4,0.0,0.0,1.0,0.0,0.0,1.0,5.405405405405406
1,7,-1.1410211972361384,4,0.0,1.0,0.0,0.0,1.0,0.0,100.0
25,9,0.5099672210074339,1,0.0,0.0,1.0,0.0,0.0,1.0,3.051801801801802
18,11,-0.1332750198666852,4,2.0,0.0,1.0,0.0,0.0,1.0,1.801801801801802
27,15,0.5099672210074339,1,2.0,0.0,1.0,0.0,1.0,0.0,2.9842342342342345
18,8,-0.7136296109913445,4,0.0,1.0,0.0,0.0,0.0,1.0,2.7590090090090094
26,13,2.8685221042125373,1,4.0,0.0,1.0,0.0,0.0,1.0,6.86936936936937
10,11,0.7243813012988068,1,0.0,0.0,1.0,0.0,0.0,1.0,6.531531531531532
17,4,-1.2053454213235502,1,0.0,0.0,1.0,0.0,0.0,1.0,15.540540540540542
25,11,1.582037622464299,1,0.0,0.0,1.0,0.0,0.0,1.0,1.1261261261261262
10,10,0.08113906042468783,4,0.0,0.0,1.0,0.0,0.0,1.0,2.027027027027027
3,7,-0.5406617724202939,4,0.0,1.0,0.0,0.0,0.0,1.0,2.4662162162162162
18,6,-0.8837243008864907,4,0.0,0.0,1.0,0.0,0.0,1.0,6.993243243243244
24,14,0.7243813012988068,1,2.0,0.0,1.0,0.0,1.0,0.0,3.772522522522523
18,14,0.2955531407160608,4,2.0,0.0,1.0,0.0,0.0,1.0,1.238738738738739
25,5,-0.4548961403037447,4,0.0,0.0,1.0,0.0,0.0,1.0,4.842342342342342
18,5,-0.9447251067293864,4,0.0,0.0,1.0,0.0,0.0,1.0,4.054054054054054
10,10,-0.1332750198666852,4,0.0,0.0,1.0,0.0,0.0,1.0,3.941441441441442
25,12,-0.5621031804494312,4,0.0,0.0,1.0,0.0,0.0,1.0,0.4504504504504504
1,8,-0.6693102205951177,1,4.0,0.0,1.0,0.0,1.0,0.0,25.675675675675674
18,17,0.19087618671781253,4,2.0,0.0,1.0,0.0,0.0,1.0,1.463963963963964
17,10,0.7884696698978982,1,0.0,1.0,0.0,0.0,0.0,1.0,7.094594594594595
3,8,-0.1332750198666852,4,0.0,0.0,1.0,0.0,0.0,1.0,2.4774774774774775
18,7,-0.5746464041464765,4,2.0,0.0,0.0,1.0,1.0,0.0,4.842342342342342
27,12,-0.02606797972099868,1,2.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
1,10,0.42420158889088466,1,0.0,1.0,0.0,0.0,1.0,0.0,17.56756756756757
18,6,-0.7765172607408042,4,0.0,0.0,1.0,0.0,0.0,1.0,4.2792792792792795
18,10,-0.02606797972099868,1,0.0,1.0,0.0,0.0,0.0,1.0,3.885135135135135
27,11,-0.3691305081871955,4,0.0,1.0,0.0,0.0,0.0,1.0,2.826576576576577
9,10,1.153209461881553,1,0.0,0.0,1.0,0.0,0.0,1.0,3.7049549549549554
18,7,-0.7765172607408042,4,0.0,0.0,1.0,0.0,0.0,1.0,3.8288288288288292
10,8,-0.3905719162163328,4,0.0,1.0,0.0,0.0,0.0,1.0,3.1531531531531534
3,16,0.08113906042468783,4,2.0,0.0,1.0,0.0,0.0,1.0,0.731981981981982
10,12,-0.8194000767990788,4,0.0,1.0,0.0,0.0,0.0,1.0,2.5900900900900905
18,9,-0.7765172607408042,4,0.0,0.0,1.0,0.0,0.0,1.0,1.0698085585585586
10,16,0.40276018086174736,4,0.0,1.0,0.0,0.0,0.0,1.0,1.2950450450450453
25,9,-1.2696696454109622,4,2.0,0.0,1.0,0.0,0.0,1.0,0.28153153153153154
10,14,1.4962719903477497,1,2.0,0.0,1.0,0.0,0.0,1.0,1.7454954954954958
10,5,-0.8837243008864907,1,0.0,0.0,1.0,0.0,0.0,1.0,5.011261261261262
23,6,-0.8837243008864907,4,0.0,0.0,1.0,0.0,0.0,1.0,3.7162162162162167
10,13,-0.1332750198666852,4,2.0,0.0,1.0,0.0,0.0,1.0,2.3085585585585586
18,5,-0.8547784000471553,1,0.0,0.0,1.0,0.0,0.0,1.0,7.9391891891891895
25,15,0.5099672210074339,1,0.0,0.0,1.0,0.0,0.0,1.0,0.9572072072072072
10,6,-1.0237581367247865,4,0.0,0.0,0.0,1.0,0.0,1.0,3.3220720720720722
18,20,0.5099672210074339,4,2.0,0.0,1.0,0.0,0.0,1.0,0.5630630630630631
27,12,-0.02606797972099868,1,2.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
25,7,0.08113906042468783,1,0.0,0.0,1.0,0.0,0.0,1.0,11.036036036036037
10,7,-0.44509741683442894,4,0.0,1.0,0.0,0.0,0.0,1.0,5.968468468468469
1,10,-0.2833648760706463,1,0.0,1.0,0.0,0.0,1.0,0.0,12.725225225225225
17,15,3.1472604085913223,1,0.0,0.0,1.0,0.0,0.0,1.0,0.7882770270270271
8,7,-0.11556441683461778,4,0.0,1.0,0.0,0.0,0.0,1.0,4.166666666666667
17,7,0.9387953815901798,1,0.0,0.0,1.0,0.0,0.0,1.0,5.686936936936937
1,10,0.42420158889088466,1,0.0,1.0,0.0,0.0,1.0,0.0,17.56756756756757
27,11,0.23122891662864895,1,4.0,1.0,0.0,0.0,0.0,1.0,3.5472972972972974
10,18,-0.20660463532633475,4,0.0,1.0,0.0,0.0,0.0,1.0,0.6756756756756757
10,8,-0.3476891001580582,4,0.0,0.0,1.0,0.0,0.0,1.0,9.02027027027027
10,18,1.153209461881553,4,2.0,0.0,1.0,0.0,0.0,1.0,0.8445945945945946
18,15,-0.1332750198666852,4,2.0,0.0,1.0,0.0,0.0,1.0,2.3085585585585586
18,10,0.22265235341699402,4,0.0,1.0,0.0,0.0,0.0,1.0,2.927927927927928
25,17,0.7243813012988068,4,2.0,0.0,1.0,0.0,0.0,1.0,0.6193693693693694
10,9,0.2955531407160608,4,0.0,0.0,1.0,0.0,0.0,1.0,3.3783783783783785
19,11,-0.6950399102300825,1,2.0,1.0,0.0,0.0,1.0,0.0,15.25900900900901
18,11,1.153209461881553,1,4.0,0.0,1.0,0.0,0.0,1.0,5.968468468468469
1,10,-0.16543713191039114,1,0.0,1.0,0.0,0.0,1.0,0.0,14.414414414414415
3,9,2.8685221042125373,1,4.0,0.0,1.0,0.0,0.0,1.0,3.490990990990991
18,8,-0.1332750198666852,1,4.0,0.0,1.0,0.0,0.0,1.0,5.011261261261262
8,3,-1.3981036795054946,4,3.0,1.0,0.0,0.0,0.0,1.0,11.373873873873874
9,5,-1.000129705076677,1,0.0,1.0,0.0,0.0,0.0,1.0,8.671171171171173
10,5,-0.8837243008864907,1,0.0,0.0,1.0,0.0,0.0,1.0,5.011261261261262
10,5,-0.7765172607408042,4,0.0,0.0,1.0,0.0,0.0,1.0,2.3648536036036036
9,12,0.9387953815901798,4,0.0,0.0,1.0,0.0,0.0,1.0,3.265765765765766
9,9,-0.5621031804494312,1,0.0,1.0,0.0,0.0,0.0,1.0,4.842342342342342
18,6,0.5099672210074339,1,0.0,0.0,1.0,0.0,0.0,1.0,7.094594594594595
5,8,-0.8837243008864907,4,0.0,0.0,1.0,0.0,0.0,1.0,4.054054054054054
8,5,-1.1049781903391585,1,0.0,1.0,0.0,0.0,0.0,1.0,6.801801801801802
17,9,2.225279863338418,1,0.0,0.0,1.0,0.0,0.0,1.0,3.7162162162162167
10,11,0.5675588429736966,1,2.0,1.0,0.0,0.0,0.0,1.0,3.265765765765766
18,12,0.08113906042468783,1,4.0,0.0,1.0,0.0,0.0,1.0,2.657657657657658
18,9,0.18834610057037432,4,2.0,0.0,1.0,0.0,0.0,1.0,1.970720720720721
26,12,1.153209461881553,1,0.0,0.0,1.0,0.0,0.0,1.0,5.968468468468469
21,8,-0.02606797972099868,1,0.0,1.0,0.0,0.0,0.0,1.0,6.418918918918919
17,7,2.03931853150171,1,0.0,0.0,1.0,0.0,0.0,1.0,7.376126126126127
3,14,0.5099672210074339,4,0.0,0.0,1.0,0.0,0.0,1.0,1.2950450450450453
10,15,-0.21904065198323439,4,2.0,0.0,1.0,0.0,0.0,1.0,1.970720720720721
10,8,-0.6494769181681657,4,0.0,1.0,0.0,0.0,0.0,1.0,3.265765765765766
23,8,-0.1332750198666852,1,0.0,1.0,0.0,0.0,0.0,1.0,3.941441441441442
17,9,-1.419738060206894,1,2.0,0.0,1.0,0.0,0.0,1.0,2.5900900900900905
10,11,-0.6693102205951177,1,0.0,0.0,1.0,0.0,0.0,1.0,5.630630630630631
18,16,-0.3048062840997836,4,0.0,0.0,1.0,0.0,0.0,1.0,0.4504504504504504
3,8,-1.342570432710029,1,0.0,1.0,0.0,0.0,0.0,1.0,11.036036036036037
18,16,1.153209461881553,4,0.0,0.0,1.0,0.0,0.0,1.0,0.6756756756756757
26,6,-0.4085398161447499,1,0.0,0.0,0.0,1.0,1.0,0.0,29.054054054054053
2,4,-1.2160661253381189,1,0.0,0.0,1.0,0.0,1.0,0.0,29.054054054054053
27,8,-0.7765172607408042,1,2.0,0.0,1.0,0.0,0.0,1.0,5.405405405405406
10,11,-0.35146278797118635,4,0.0,1.0,0.0,0.0,0.0,1.0,2.3648536036036036
25,14,-0.3476891001580582,4,4.0,0.0,1.0,0.0,0.0,1.0,0.16891891891891894
10,6,-0.1332750198666852,4,0.0,0.0,1.0,0.0,0.0,1.0,5.855855855855856
8,9,0.9387953815901798,1,0.0,0.0,1.0,0.0,0.0,1.0,5.968468468468469
18,17,0.23122891662864895,4,2.0,0.0,1.0,0.0,0.0,1.0,1.1261261261261262
8,3,-1.4175939194039804,4,3.0,1.0,0.0,0.0,0.0,1.0,6.925675675675676
18,10,0.08113906042468783,4,0.0,0.0,1.0,0.0,0.0,1.0,1.6891891891891895
10,9,-0.3476891001580582,1,0.0,0.0,1.0,0.0,0.0,1.0,5.968468468468469
18,8,-0.43401220888336495,1,0.0,0.0,0.0,1.0,0.0,1.0,8.22072072072072
5,6,-0.4334547322746074,4,0.0,0.0,1.0,0.0,0.0,1.0,2.5900900900900905
25,9,0.5099672210074339,1,0.0,0.0,1.0,0.0,0.0,1.0,3.051801801801802
18,5,-0.3476891001580582,1,0.0,0.0,1.0,0.0,0.0,1.0,9.346846846846848
18,5,-0.3476891001580582,1,0.0,0.0,1.0,0.0,0.0,1.0,10.810810810810812
17,4,-0.905165708915628,1,0.0,0.0,1.0,0.0,0.0,1.0,8.783783783783784
18,6,-1.1174356484040873,0,0.0,1.0,0.0,0.0,0.0,1.0,4.72972972972973
10,16,0.5099672210074339,4,0.0,0.0,1.0,0.0,0.0,1.0,1.0135135135135136
23,11,2.010865783047045,1,0.0,0.0,1.0,0.0,0.0,1.0,4.842342342342342
8,13,0.9387953815901798,4,0.0,0.0,1.0,0.0,0.0,1.0,1.238738738738739
21,10,0.2955531407160608,1,0.0,0.0,1.0,0.0,0.0,1.0,4.842342342342342
25,4,-1.2053454213235502,4,0.0,0.0,1.0,0.0,0.0,1.0,8.783783783783784
9,8,0.006544401891319155,4,0.0,0.0,0.0,1.0,0.0,1.0,8.502252252252253
10,9,0.08113906042468783,4,4.0,0.0,1.0,0.0,0.0,1.0,2.1396396396396398
9,7,1.5589881088329762,4,0.0,1.0,0.0,0.0,0.0,1.0,7.6126126126126135
9,7,-1.2053454213235502,4,0.0,0.0,1.0,0.0,0.0,1.0,6.531531531531532
10,8,0.38131877283261006,1,0.0,1.0,0.0,0.0,0.0,1.0,9.346846846846848
3,11,0.08113906042468783,1,2.0,0.0,1.0,0.0,0.0,1.0,2.027027027027027
27,4,-0.6693102205951177,1,0.0,0.0,1.0,0.0,1.0,0.0,12.162162162162163
18,8,0.04486019803938751,1,0.0,0.0,0.0,1.0,0.0,1.0,5.18018018018018
17,8,0.08113906042468783,1,2.0,0.0,1.0,0.0,1.0,0.0,8.22072072072072
9,16,-0.4120133242454701,4,0.0,1.0,0.0,0.0,1.0,0.0,2.5900900900900905
18,7,1.153209461881553,4,0.0,0.0,1.0,0.0,0.0,1.0,1.1261261261261262
18,12,-0.5621031804494312,4,0.0,0.0,1.0,0.0,0.0,1.0,2.027027027027027
18,19,0.5099672210074339,4,1.0,0.0,1.0,0.0,0.0,1.0,0.5630630630630631
9,19,0.9387953815901798,4,4.0,0.0,1.0,0.0,0.0,1.0,1.1824324324324327
8,11,1.367623542172926,1,2.0,0.0,1.0,0.0,0.0,1.0,1.9144144144144146
9,8,0.011561691370137283,1,0.0,1.0,0.0,0.0,0.0,1.0,3.1531531531531534
10,7,-0.8837243008864907,4,0.0,0.0,1.0,0.0,0.0,1.0,5.968468468468469
10,13,-0.3476891001580582,4,0.0,0.0,1.0,0.0,0.0,1.0,4.2792792792792795
9,7,-0.7507875711058395,4,0.0,1.0,0.0,0.0,0.0,1.0,5.855855855855856
17,8,-0.9909313410321773,1,0.0,0.0,1.0,0.0,0.0,1.0,4.842342342342342
17,5,-1.2053454213235502,1,0.0,0.0,1.0,0.0,0.0,1.0,14.414414414414415
3,12,-0.01534727570643003,1,0.0,0.0,1.0,0.0,0.0,1.0,3.6599099099099104
26,12,2.8685221042125373,1,4.0,0.0,1.0,0.0,0.0,1.0,4.842342342342342
10,8,0.2955531407160608,1,0.0,0.0,1.0,0.0,0.0,1.0,4.842342342342342
18,13,-0.7765172607408042,4,0.0,0.0,1.0,0.0,0.0,1.0,1.3513513513513515
18,9,-0.04750938775013598,4,2.0,1.0,0.0,0.0,0.0,1.0,2.9842342342342345
10,9,-0.25441897523131096,4,0.0,1.0,0.0,0.0,0.0,1.0,3.3783783783783785
17,5,-0.3476891001580582,1,0.0,0.0,1.0,0.0,0.0,1.0,8.333333333333334
17,11,1.153209461881553,1,4.0,0.0,1.0,0.0,0.0,1.0,7.6576576576576585
3,17,0.2741117326869235,4,1.0,1.0,0.0,0.0,0.0,1.0,1.1261261261261262
10,11,0.2955531407160608,1,2.0,0.0,1.0,0.0,0.0,1.0,5.968468468468469
23,8,0.7243813012988068,1,0.0,0.0,1.0,0.0,0.0,1.0,4.504504504504505
2,12,-0.1332750198666852,1,0.0,0.0,1.0,0.0,1.0,0.0,15.25900900900901
10,10,-0.4492356085840525,1,0.0,1.0,0.0,0.0,0.0,1.0,6.306306306306307
27,10,1.0460024217358663,1,4.0,0.0,1.0,0.0,0.0,1.0,3.3783783783783785
10,13,-0.1332750198666852,4,4.0,0.0,1.0,0.0,0.0,1.0,2.8153153153153156
10,11,-1.0984171194822425,4,0.0,1.0,0.0,0.0,0.0,1.0,2.533783783783784
21,10,0.5099672210074339,1,0.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
18,13,0.2955531407160608,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0135135135135136
17,10,0.9387953815901798,1,0.0,0.0,1.0,0.0,0.0,1.0,2.2522522522522523
3,12,-0.21904065198323439,1,2.0,1.0,0.0,0.0,0.0,1.0,2.2635135135135136
17,6,-0.5621031804494312,1,0.0,0.0,1.0,0.0,1.0,0.0,14.414414414414415
18,13,0.2955531407160608,4,2.0,0.0,1.0,0.0,0.0,1.0,0.9009009009009009
18,13,0.46708440494915926,4,2.0,0.0,1.0,0.0,0.0,1.0,1.0135135135135136
10,6,0.38131877283261006,1,0.0,1.0,0.0,0.0,0.0,1.0,7.1509009009009015
10,5,-1.0981383811778638,4,0.0,0.0,1.0,0.0,0.0,1.0,3.7162162162162167
9,17,0.08113906042468783,4,0.0,0.0,1.0,0.0,1.0,0.0,1.1824324324324327
18,6,-0.4225839384038348,1,0.0,0.0,0.0,1.0,0.0,1.0,6.531531531531532
18,16,0.9387953815901798,4,0.0,0.0,1.0,0.0,0.0,1.0,0.9009009009009009
3,6,0.14546328451209972,1,0.0,1.0,0.0,0.0,1.0,0.0,10.472972972972974
18,20,0.7243813012988068,1,2.0,0.0,1.0,0.0,0.0,1.0,0.6193693693693694
18,17,0.2955531407160608,4,0.0,0.0,1.0,0.0,0.0,1.0,0.9009009009009009
25,5,-0.7765172607408042,4,0.0,0.0,1.0,0.0,0.0,1.0,4.617117117117117
8,13,0.7243813012988068,1,4.0,0.0,1.0,0.0,0.0,1.0,1.238738738738739
18,16,-0.1332750198666852,4,4.0,0.0,1.0,0.0,0.0,1.0,1.238738738738739
18,19,0.9387953815901798,4,2.0,0.0,1.0,0.0,0.0,1.0,1.1373873873873876
25,13,0.2955531407160608,1,0.0,0.0,1.0,0.0,0.0,1.0,2.5900900900900905
27,6,0.6814984852405322,1,0.0,0.0,1.0,0.0,0.0,1.0,6.418918918918919
18,24,0.08113906042468783,4,0.0,0.0,1.0,0.0,0.0,1.0,0.6193693693693694
10,5,-0.9266071169447653,4,0.0,0.0,1.0,0.0,0.0,1.0,5.123873873873874
17,9,1.8178931107848093,1,2.0,0.0,1.0,0.0,0.0,1.0,6.531531531531532
26,9,3.9405925056694024,1,2.0,0.0,1.0,0.0,0.0,1.0,11.373873873873874
25,15,0.7243813012988068,1,4.0,0.0,1.0,0.0,0.0,1.0,0.5630630630630631
18,17,0.2955531407160608,4,0.0,0.0,1.0,0.0,0.0,1.0,0.9009009009009009
20,11,1.582037622464299,4,0.0,0.0,1.0,0.0,1.0,0.0,5.686936936936937
25,12,0.2955531407160608,1,0.0,0.0,1.0,0.0,0.0,1.0,1.2725225225225227
18,9,-0.1975992439540971,1,2.0,0.0,1.0,0.0,0.0,1.0,3.941441441441442
23,5,-1.0981383811778638,4,0.0,0.0,1.0,0.0,0.0,1.0,3.8288288288288292
26,6,-0.6478688125659804,1,0.0,1.0,0.0,0.0,0.0,1.0,4.560810810810811
10,8,-0.9802106370176086,4,0.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
10,6,-1.0981383811778638,4,0.0,0.0,1.0,0.0,0.0,1.0,5.686936936936937
27,12,-0.1332750198666852,1,2.0,0.0,1.0,0.0,0.0,1.0,3.040540540540541
10,18,1.153209461881553,1,2.0,0.0,1.0,0.0,0.0,1.0,0.9009009009009009
2,10,-0.5621031804494312,1,0.0,1.0,0.0,0.0,1.0,0.0,16.554054054054053
18,6,-0.7319834562642861,1,0.0,0.0,0.0,1.0,0.0,1.0,8.22072072072072
11,5,-0.5621031804494312,1,0.0,0.0,1.0,0.0,0.0,1.0,16.666666666666664
3,7,-0.5406617724202939,4,0.0,1.0,0.0,0.0,0.0,1.0,2.4662162162162162
10,12,0.17762539655580567,4,2.0,0.0,1.0,0.0,0.0,1.0,2.421171171171171
10,5,-0.5621031804494312,4,0.0,0.0,1.0,0.0,0.0,1.0,8.783783783783784
17,12,1.153209461881553,1,2.0,0.0,1.0,0.0,0.0,1.0,4.2792792792792795
8,9,-0.7765172607408042,1,0.0,0.0,1.0,0.0,0.0,1.0,6.531531531531532
3,8,-0.6693102205951177,4,0.0,0.0,1.0,0.0,0.0,1.0,2.702702702702703
18,5,-0.9909313410321773,4,0.0,0.0,1.0,0.0,0.0,1.0,10.191441441441443
1,10,0.42420158889088466,1,0.0,1.0,0.0,0.0,1.0,0.0,17.56756756756757
25,11,0.9387953815901798,1,1.0,0.0,1.0,0.0,0.0,1.0,2.927927927927928
3,12,-0.1332750198666852,4,0.0,0.0,1.0,0.0,0.0,1.0,1.5765765765765767
18,22,0.660057077211395,4,1.0,0.0,1.0,0.0,0.0,1.0,0.8220720720720721
26,9,1.582037622464299,1,2.0,0.0,1.0,0.0,0.0,1.0,5.405405405405406
25,15,0.9387953815901798,4,4.0,0.0,1.0,0.0,0.0,1.0,0.5067567567567568
18,19,-0.3476891001580582,4,2.0,0.0,1.0,0.0,0.0,1.0,0.5630630630630631
18,16,0.2955531407160608,4,0.0,0.0,1.0,0.0,0.0,1.0,0.8445945945945946
18,16,0.17082847021056916,4,2.0,0.0,1.0,0.0,0.0,1.0,1.2950450450450453
18,17,0.9387953815901798,4,0.0,0.0,1.0,0.0,0.0,1.0,0.8445945945945946
23,7,-0.5621031804494312,4,0.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
18,5,-0.8837243008864907,4,0.0,0.0,1.0,0.0,1.0,0.0,7.6576576576576585
18,14,3.9405925056694024,4,2.0,0.0,1.0,0.0,0.0,1.0,1.1261261261261262
18,10,2.225279863338418,1,0.0,0.0,1.0,0.0,0.0,1.0,4.2792792792792795
17,8,-0.3476891001580582,1,0.0,0.0,1.0,0.0,0.0,1.0,6.86936936936937
17,7,-0.1332750198666852,4,0.0,0.0,1.0,0.0,0.0,1.0,3.941441441441442
25,13,0.9387953815901798,4,2.0,0.0,1.0,0.0,0.0,1.0,0.6193693693693694
10,6,-1.2267868293526876,4,0.0,1.0,0.0,0.0,0.0,1.0,11.317567567567568
8,6,-0.7765172607408042,1,0.0,0.0,1.0,0.0,0.0,1.0,7.376126126126127
25,13,0.7243813012988068,1,4.0,0.0,1.0,0.0,0.0,1.0,0.6193693693693694
26,7,0.5099672210074339,1,2.0,0.0,1.0,0.0,0.0,1.0,6.86936936936937
10,15,0.10150839805236826,1,2.0,0.0,1.0,0.0,0.0,1.0,1.463963963963964
23,10,2.225279863338418,1,0.0,1.0,0.0,0.0,0.0,1.0,4.560810810810811
8,8,-1.1137477262230757,4,0.0,1.0,0.0,0.0,0.0,1.0,5.743243243243244
8,13,0.42456609282738,1,2.0,1.0,0.0,0.0,0.0,1.0,3.434684684684685
10,9,0.2955531407160608,1,0.0,0.0,1.0,0.0,1.0,0.0,11.036036036036037
10,5,-0.6264274045368431,1,0.0,1.0,0.0,0.0,0.0,1.0,7.094594594594595
18,16,0.2955531407160608,4,2.0,0.0,1.0,0.0,0.0,1.0,2.2522522522522523
10,4,0.7243813012988068,1,0.0,0.0,1.0,0.0,0.0,1.0,12.162162162162163
24,4,0.8315883414444933,1,0.0,1.0,0.0,0.0,1.0,0.0,5.123873873873874
10,4,-1.3554352775275114,4,0.0,0.0,1.0,0.0,1.0,0.0,7.882882882882884
9,10,-0.7765172607408042,1,0.0,0.0,1.0,0.0,0.0,1.0,5.405405405405406
18,10,-0.6049859965077058,4,0.0,0.0,1.0,0.0,0.0,1.0,2.5900900900900905
2,9,-0.3905719162163328,1,0.0,1.0,0.0,0.0,1.0,0.0,16.49774774774775
10,4,-0.8837243008864907,1,0.0,0.0,1.0,0.0,0.0,1.0,13.288288288288289
25,12,-0.9909313410321773,4,0.0,0.0,1.0,0.0,0.0,1.0,1.1261261261261262
10,7,-0.22251416008395464,4,0.0,1.0,0.0,0.0,0.0,1.0,5.79954954954955
9,5,-1.1088590851924325,4,0.0,1.0,0.0,0.0,0.0,1.0,10.247747747747749
10,8,-0.7765172607408042,4,0.0,0.0,1.0,0.0,0.0,1.0,6.531531531531532
23,6,-1.0230934530758833,4,0.0,1.0,0.0,0.0,0.0,1.0,3.434684684684685
23,10,2.225279863338418,1,0.0,1.0,0.0,0.0,0.0,1.0,4.560810810810811
13,6,-0.9472337514687954,1,0.0,0.0,1.0,0.0,0.0,1.0,16.554054054054053
18,5,-0.8837243008864907,4,0.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
10,14,0.18834610057037432,1,0.0,1.0,0.0,0.0,1.0,0.0,2.533783783783784
8,4,-1.2482282373818248,4,0.0,0.0,1.0,0.0,0.0,1.0,7.094594594594595
18,16,0.08113906042468783,4,2.0,0.0,1.0,0.0,0.0,1.0,1.2950450450450453
